lcl|NC_032089.1_cds_XP_719073.1_1	CAALFM_C100020CA
lcl|NC_009648.1_cds_WP_015959075.1_3850	KPN_RS19865
lcl|NC_009648.1_cds_WP_004144974.1_3851	KPN_RS19870
lcl|NC_009648.1_cds_WP_015959076.1_3852	KPN_RS19875
lcl|NC_009648.1_cds_WP_002919103.1_3853	KPN_RS19880
lcl|NC_009648.1_cds_WP_002919123.1_3854	KPN_RS19910
lcl|NC_009648.1_cds_WP_002919125.1_3855	KPN_RS19915
lcl|NC_009648.1_cds_WP_002919126.1_3856	KPN_RS19920
lcl|NC_009648.1_cds_WP_002919132.1_3857	KPN_RS19925
lcl|NC_009648.1_cds_WP_004145330.1_3858	KPN_RS19930
lcl|NC_009648.1_cds_WP_002919137.1_3859	KPN_RS19935
lcl|NC_009648.1_cds_WP_009484602.1_3860	KPN_RS19940
lcl|NC_009648.1_cds_WP_004174081.1_3861	KPN_RS19945
lcl|NC_009648.1_cds_WP_004150007.1_3862	KPN_RS19950
lcl|NC_009648.1_cds_WP_015959078.1_3863	KPN_RS19955
lcl|NC_009648.1_cds_WP_002919153.1_3864	KPN_RS19960
lcl|NC_009648.1_cds_WP_004145325.1_3865	KPN_RS19965
lcl|NC_009648.1_cds_WP_004188380.1_3866	KPN_RS29255
lcl|NC_009648.1_cds_WP_004185894.1_3867	KPN_RS19970
lcl|NC_009648.1_cds_WP_009308687.1_3868	KPN_RS19975
lcl|NC_009648.1_cds_WP_002919206.1_3869	KPN_RS19980
lcl|NC_009648.1_cds_WP_002919219.1_3870	KPN_RS19985
lcl|NC_009648.1_cds_WP_002919224.1_3871	KPN_RS19990
lcl|NC_009648.1_cds_WP_002919257.1_3872	KPN_RS19995
lcl|NC_009648.1_cds_WP_002919259.1_3873	KPN_RS20000
lcl|NC_009648.1_cds_WP_000868187.1_3874	KPN_RS29260
lcl|NC_009648.1_cds_WP_015959079.1_3875	KPN_RS20005
lcl|NC_009648.1_cds_WP_002919516.1_3876	KPN_RS20010
lcl|NC_009648.1_cds_WP_001140434.1_3877	KPN_RS20015
lcl|NC_009648.1_cds_WP_002919545.1_3878	KPN_RS20020
lcl|NC_009648.1_cds_WP_000358960.1_3879	KPN_RS20025
lcl|NC_009648.1_cds_WP_002919662.1_3880	KPN_RS20030
lcl|NC_009648.1_cds_WP_002919665.1_3881	KPN_RS20035
lcl|NC_009648.1_cds_WP_002919667.1_3882	KPN_RS20040
lcl|NC_009648.1_cds_WP_001096200.1_3883	KPN_RS20045
lcl|NC_009648.1_cds_WP_000729185.1_3884	KPN_RS20050
lcl|NC_009648.1_cds_WP_002919748.1_3885	KPN_RS20055
lcl|NC_009648.1_cds_WP_002919751.1_3886	KPN_RS20060
lcl|NC_009648.1_cds_WP_002919754.1_3887	KPN_RS20065
lcl|NC_009648.1_cds_WP_002919759.1_3888	KPN_RS20070
lcl|NC_009648.1_cds_WP_002919766.1_3889	KPN_RS20075
lcl|NC_009648.1_cds_WP_002919773.1_3890	KPN_RS20080
lcl|NC_009648.1_cds_WP_001138115.1_3891	KPN_RS20085
lcl|NC_009648.1_cds_WP_002919786.1_3892	KPN_RS20090
lcl|NC_009648.1_cds_WP_000617546.1_3893	KPN_RS20095
lcl|NC_009648.1_cds_WP_002919794.1_3894	KPN_RS20100
lcl|NC_009648.1_cds_WP_002919796.1_3895	KPN_RS20105
lcl|NC_009648.1_cds_WP_001181005.1_3896	KPN_RS20110
lcl|NC_009648.1_cds_WP_015959081.1_3897	KPN_RS20115
lcl|NC_009648.1_cds_WP_002919971.1_3898	KPN_RS20120
lcl|NC_009648.1_cds_WP_004152415.1_3899	KPN_RS20125
lcl|NC_009648.1_cds_WP_004174069.1_3900	KPN_RS20130
lcl|NC_009648.1_cds_WP_002920103.1_3901	KPN_RS20135
lcl|NC_009648.1_cds_WP_015369416.1_3902	KPN_RS20140
lcl|NC_009648.1_cds_WP_002920115.1_3903	KPN_RS20145
lcl|NC_009648.1_cds_WP_002920119.1_3904	KPN_RS20150
lcl|NC_009648.1_cds_WP_004174061.1_3905	KPN_RS20155
lcl|NC_009648.1_cds_WP_002920128.1_3906	KPN_RS20160
lcl|NC_009648.1_cds_WP_002920130.1_3907	KPN_RS20165
lcl|NC_009648.1_cds_WP_015959083.1_3908	KPN_RS20170
lcl|NC_009648.1_cds_WP_002920136.1_3909	KPN_RS20175
lcl|NC_009648.1_cds_WP_002920140.1_3910	KPN_RS20180
lcl|NC_009648.1_cds_WP_002920143.1_3911	KPN_RS20185
lcl|NC_009648.1_cds_WP_015959084.1_3912	KPN_RS20190
lcl|NC_009648.1_cds_WP_015959085.1_3913	KPN_RS20195
lcl|NC_009648.1_cds_WP_009484163.1_3914	KPN_RS20200
lcl|NC_009648.1_cds_WP_024264627.1_3915	KPN_RS20210
lcl|NC_009648.1_cds_WP_004174055.1_3916	KPN_RS20215
lcl|NC_009648.1_cds_WP_002920153.1_3917	KPN_RS20220
lcl|NC_009648.1_cds_WP_002920158.1_3918	KPN_RS20225
lcl|NC_009648.1_cds_WP_000242758.1_3919	KPN_RS20230
lcl|NC_009648.1_cds_WP_004188352.1_3920	KPN_RS20235
lcl|NC_009648.1_cds_WP_002920226.1_3921	KPN_RS20240
lcl|NC_009648.1_cds_WP_002920229.1_3922	KPN_RS20245
lcl|NC_009648.1_cds_WP_004181446.1_3923	KPN_RS20250
lcl|NC_009648.1_cds_WP_002920231.1_3924	KPN_RS20255
lcl|NC_009648.1_cds_WP_002920238.1_3925	KPN_RS20260
lcl|NC_009648.1_cds_WP_002920240.1_3926	KPN_RS20265
lcl|NC_009648.1_cds_WP_015959086.1_3927	KPN_RS20270
lcl|NC_009648.1_cds_WP_004889472.1_3928	KPN_RS20280
lcl|NC_009648.1_cds_WP_002920249.1_3929	KPN_RS20285
lcl|NC_009648.1_cds_WP_002920252.1_3930	KPN_RS20290
lcl|NC_009648.1_cds_WP_002920253.1_3931	KPN_RS20295
lcl|NC_009648.1_cds_WP_015959088.1_3932	KPN_RS20300
lcl|NC_009648.1_cds_WP_002920259.1_3933	KPN_RS20305
lcl|NC_009648.1_cds_WP_002920260.1_3934	KPN_RS20310
lcl|NC_009648.1_cds_WP_015959089.1_3935	KPN_RS20315
lcl|NC_009648.1_cds_WP_015959090.1_3936	KPN_RS20320
lcl|NC_009648.1_cds_WP_002920267.1_3937	KPN_RS20325
lcl|NC_009648.1_cds_WP_004174030.1_3938	KPN_RS20330
lcl|NC_009648.1_cds_WP_004889465.1_3939	KPN_RS20335
lcl|NC_009648.1_cds_WP_015959091.1_3940	KPN_RS20340
lcl|NC_009648.1_cds_WP_004174028.1_3941	KPN_RS20345
lcl|NC_009648.1_cds_WP_004872583.1_3942	KPN_RS20350
lcl|NC_009648.1_cds_WP_004185951.1_3943	KPN_RS20355
lcl|NC_009648.1_cds_WP_002920321.1_3944	KPN_RS20360
lcl|NC_009648.1_cds_WP_004174025.1_3945	KPN_RS20365
lcl|NC_009648.1_cds_WP_015959093.1_3946	KPN_RS20370
lcl|NC_009648.1_cds_WP_002920326.1_3947	KPN_RS20375
lcl|NC_009648.1_cds_WP_004188324.1_3948	KPN_RS20380
lcl|NC_009648.1_cds_WP_015959094.1_3949	KPN_RS20390
lcl|NC_009648.1_cds_WP_002920333.1_3950	KPN_RS20395
lcl|NC_009648.1_cds_WP_001157751.1_3951	KPN_RS20400
lcl|NC_009648.1_cds_WP_002920503.1_3952	KPN_RS20405
lcl|NC_009648.1_cds_WP_004150056.1_3953	KPN_RS20410
lcl|NC_009648.1_cds_WP_002920506.1_3954	KPN_RS20415
lcl|NC_009648.1_cds_WP_015959095.1_3955	KPN_RS20420
lcl|NC_009648.1_cds_WP_002920509.1_3956	KPN_RS20425
lcl|NC_009648.1_cds_WP_002920510.1_3957	KPN_RS20430
lcl|NC_009648.1_cds_WP_004174021.1_3958	KPN_RS20435
lcl|NC_009648.1_cds_WP_004160062.1_3959	KPN_RS20440
lcl|NC_009648.1_cds_WP_002920540.1_3960	KPN_RS20445
lcl|NC_009648.1_cds_WP_002920542.1_3961	KPN_RS20450
lcl|NC_009648.1_cds_WP_004185965.1_3962	KPN_RS20455
lcl|NC_009648.1_cds_WP_004151407.1_3963	KPN_RS20460
lcl|NC_009648.1_cds_WP_015959097.1_3964	KPN_RS20465
lcl|NC_009648.1_cds_WP_002920548.1_3965	KPN_RS20470
lcl|NC_009648.1_cds_WP_004151408.1_3966	KPN_RS20475
lcl|NC_009648.1_cds_WP_002920552.1_3967	KPN_RS20480
lcl|NC_009648.1_cds_WP_015959098.1_3968	KPN_RS20485
lcl|NC_009648.1_cds_WP_004174017.1_3969	KPN_RS20490
lcl|NC_009648.1_cds_WP_015959099.1_3970	KPN_RS20495
lcl|NC_009648.1_cds_WP_002920561.1_3971	KPN_RS20500
lcl|NC_009648.1_cds_WP_002920564.1_3972	KPN_RS20505
lcl|NC_009648.1_cds_WP_002920566.1_3973	KPN_RS20510
lcl|NC_009648.1_cds_WP_015959100.1_3974	KPN_RS20515
lcl|NC_009648.1_cds_WP_004150069.1_3975	KPN_RS20520
lcl|NC_009648.1_cds_WP_002920570.1_3976	KPN_RS20525
lcl|NC_009648.1_cds_WP_032447701.1_3977	KPN_RS20530
lcl|NC_009648.1_cds_WP_002920773.1_3978	KPN_RS20535
lcl|NC_009648.1_cds_WP_002920775.1_3979	KPN_RS20540
lcl|NC_009648.1_cds_WP_002920777.1_3980	KPN_RS20545
lcl|NC_009648.1_cds_WP_002920779.1_3981	KPN_RS20550
lcl|NC_009648.1_cds_WP_004200666.1_3982	KPN_RS20555
lcl|NC_009648.1_cds_WP_015959101.1_3983	KPN_RS20560
lcl|NC_009648.1_cds_WP_004181470.1_3984	KPN_RS20565
lcl|NC_009648.1_cds_WP_009308738.1_3985	KPN_RS20570
lcl|NC_009648.1_cds_WP_004150073.1_3986	KPN_RS20575
lcl|NC_009648.1_cds_WP_004889425.1_3987	KPN_RS20580
lcl|NC_009648.1_cds_WP_004150074.1_3988	KPN_RS20585
lcl|NC_009648.1_cds_WP_004185988.1_3989	KPN_RS20590
lcl|NC_009648.1_cds_WP_002920792.1_3990	KPN_RS20595
lcl|NC_009648.1_cds_WP_004174008.1_3991	KPN_RS20600
lcl|NC_009648.1_cds_WP_002920800.1_3992	KPN_RS20605
lcl|NC_009648.1_cds_WP_004174006.1_3993	KPN_RS20610
lcl|NC_009648.1_cds_WP_004145133.1_3994	KPN_RS20615
lcl|NC_009648.1_cds_WP_002920803.1_3995	KPN_RS20620
lcl|NC_009648.1_cds_WP_004174005.1_3996	KPN_RS20625
lcl|NC_009648.1_cds_WP_015959103.1_3997	KPN_RS20630
lcl|NC_009648.1_cds_WP_002920808.1_3998	KPN_RS20635
lcl|NC_009648.1_cds_WP_015959104.1_3999	KPN_RS20650
lcl|NC_009648.1_cds_WP_002920812.1_4000	KPN_RS20655
lcl|NC_009648.1_cds_WP_002920813.1_4001	KPN_RS20660
lcl|NC_009648.1_cds_WP_000427619.1_4002	KPN_RS20665
lcl|NC_009648.1_cds_WP_002920814.1_4003	KPN_RS20670
lcl|NC_009648.1_cds_WP_004181476.1_4004	KPN_RS20675
lcl|NC_009648.1_cds_WP_002920815.1_4005	KPN_RS20680
lcl|NC_009648.1_cds_WP_002920816.1_4006	KPN_RS20685
lcl|NC_009648.1_cds_WP_002920817.1_4007	KPN_RS20690
lcl|NC_009648.1_cds_WP_004188286.1_4008	KPN_RS20695
lcl|NC_009648.1_cds_WP_015959105.1_4009	KPN_RS20700
lcl|NC_009648.1_cds_WP_002920822.1_4010	KPN_RS20705
lcl|NC_009648.1_cds_WP_004173989.1_4011	KPN_RS20710
lcl|NC_009648.1_cds_WP_004173987.1_4012	KPN_RS20715
lcl|NC_009648.1_cds_WP_015959106.1_4013	KPN_RS20720
lcl|NC_009648.1_cds_WP_002920858.1_4014	KPN_RS20725
lcl|NC_009648.1_cds_WP_002920860.1_4015	KPN_RS20730
lcl|NC_009648.1_cds_WP_002920861.1_4016	KPN_RS20735
lcl|NC_009648.1_cds_WP_004173981.1_4017	KPN_RS20740
lcl|NC_009648.1_cds_WP_004145147.1_4018	KPN_RS20745
lcl|NC_009648.1_cds_WP_002920863.1_4019	KPN_RS20750
lcl|NC_009648.1_cds_WP_002920864.1_4020	KPN_RS20755
lcl|NC_009648.1_cds_WP_015959107.1_4021	KPN_RS20760
lcl|NC_009648.1_cds_WP_009308746.1_4022	KPN_RS20765
lcl|NC_009648.1_cds_WP_004173963.1_4023	KPN_RS20770
lcl|NC_009648.1_cds_WP_002921035.1_4024	KPN_RS20775
lcl|NC_009648.1_cds_WP_004889389.1_4025	KPN_RS20780
lcl|NC_009648.1_cds_WP_004181483.1_4026	KPN_RS20785
lcl|NC_009648.1_cds_WP_004151421.1_4027	KPN_RS20790
lcl|NC_009648.1_cds_WP_004173960.1_4028	KPN_RS20795
lcl|NC_009648.1_cds_WP_002921105.1_4029	KPN_RS20800
lcl|NC_009648.1_cds_WP_015959109.1_4030	KPN_RS20805
lcl|NC_009648.1_cds_WP_015959110.1_4031	KPN_RS20810
lcl|NC_009648.1_cds_WP_004889385.1_4032	KPN_RS20815
lcl|NC_009648.1_cds_WP_002921188.1_4033	KPN_RS20820
lcl|NC_009648.1_cds_WP_015959111.1_4034	KPN_RS20825
lcl|NC_009648.1_cds_WP_041937679.1_4035	KPN_RS20830
lcl|NC_009648.1_cds_WP_002921200.1_4036	KPN_RS20835
lcl|NC_009648.1_cds_WP_002921203.1_4037	KPN_RS20840
lcl|NC_009648.1_cds_WP_004145166.1_4038	KPN_RS20845
lcl|NC_009648.1_cds_WP_002921264.1_4039	KPN_RS20850
lcl|NC_009648.1_cds_WP_004173956.1_4040	KPN_RS20855
lcl|NC_009648.1_cds_WP_004151426.1_4041	KPN_RS20860
lcl|NC_009648.1_cds_WP_015959113.1_4042	KPN_RS20865
lcl|NC_009648.1_cds_WP_002921269.1_4043	KPN_RS20870
lcl|NC_009648.1_cds_WP_041937680.1_4044	KPN_RS20875
lcl|NC_009648.1_cds_WP_004173953.1_4045	KPN_RS20880
lcl|NC_009648.1_cds_WP_004188256.1_4046	KPN_RS20885
lcl|NC_009648.1_cds_WP_015959116.1_4047	KPN_RS20890
lcl|NC_009648.1_cds_WP_002921333.1_4048	KPN_RS20895
lcl|NC_009648.1_cds_WP_002921336.1_4049	KPN_RS20900
lcl|NC_009648.1_cds_WP_015959117.1_4050	KPN_RS20905
lcl|NC_009648.1_cds_WP_002921337.1_4051	KPN_RS20910
lcl|NC_009648.1_cds_WP_004150118.1_4052	KPN_RS20915
lcl|NC_009648.1_cds_WP_004901194.1_4053	KPN_RS20920
lcl|NC_009648.1_cds_WP_002921434.1_4054	KPN_RS20930
lcl|NC_009648.1_cds_WP_002921436.1_4055	KPN_RS20935
lcl|NC_009648.1_cds_WP_002921438.1_4056	KPN_RS20940
lcl|NC_009648.1_cds_WP_020317212.1_4057	KPN_RS20945
lcl|NC_009648.1_cds_WP_015959119.1_4058	KPN_RS20955
lcl|NC_009648.1_cds_WP_015959120.1_4059	KPN_RS20960
lcl|NC_009648.1_cds_WP_009484214.1_4060	KPN_RS20965
lcl|NC_009648.1_cds_WP_002921508.1_4061	KPN_RS20970
lcl|NC_009648.1_cds_WP_002921510.1_4062	KPN_RS20975
lcl|NC_009648.1_cds_WP_002921513.1_4063	KPN_RS20980
lcl|NC_009648.1_cds_WP_002921516.1_4064	KPN_RS20985
lcl|NC_009648.1_cds_WP_002921518.1_4065	KPN_RS20990
lcl|NC_009648.1_cds_WP_004173944.1_4066	KPN_RS20995
lcl|NC_009648.1_cds_WP_015959121.1_4067	KPN_RS21000
lcl|NC_009648.1_cds_WP_002921529.1_4068	KPN_RS21005
lcl|NC_009648.1_cds_WP_041937681.1_4069	KPN_RS21010
lcl|NC_009648.1_cds_WP_004151435.1_4070	KPN_RS21015
lcl|NC_009648.1_cds_WP_004186066.1_4071	KPN_RS21020
lcl|NC_009648.1_cds_KPN_RS21025_4072	KPN_RS21025
lcl|NC_009648.1_cds_WP_041937682.1_4073	KPN_RS21030
lcl|NC_009648.1_cds_WP_004145206.1_4074	KPN_RS31745
lcl|NC_009648.1_cds_WP_002921784.1_4075	KPN_RS21040
lcl|NC_009648.1_cds_WP_015959123.1_4076	KPN_RS21045
lcl|NC_009648.1_cds_WP_004145207.1_4077	KPN_RS21050
lcl|NC_009648.1_cds_WP_002921786.1_4078	KPN_RS21055
lcl|NC_009648.1_cds_WP_009484203.1_4079	KPN_RS21060
lcl|NC_009648.1_cds_WP_085955203.1_4080	KPN_RS30660
lcl|NC_009648.1_cds_WP_021468889.1_4081	KPN_RS21085
lcl|NC_009648.1_cds_WP_004152427.1_4082	KPN_RS21090
lcl|NC_009648.1_cds_WP_002921907.1_4083	KPN_RS21095
lcl|NC_009648.1_cds_WP_014906797.1_4084	KPN_RS21100
lcl|NC_009648.1_cds_WP_002921914.1_4085	KPN_RS21105
lcl|NC_009648.1_cds_WP_015959126.1_4086	KPN_RS21110
lcl|NC_009648.1_cds_WP_041937683.1_4087	KPN_RS21115
lcl|NC_009648.1_cds_WP_002921917.1_4088	KPN_RS21120
lcl|NC_009648.1_cds_WP_002921918.1_4089	KPN_RS21130
lcl|NC_009648.1_cds_WP_002921919.1_4090	KPN_RS21135
lcl|NC_009648.1_cds_WP_002921921.1_4091	KPN_RS21140
lcl|NC_009648.1_cds_WP_002921927.1_4092	KPN_RS21145
lcl|NC_009648.1_cds_WP_004145219.1_4093	KPN_RS21150
lcl|NC_009648.1_cds_WP_002921929.1_4094	KPN_RS21155
lcl|NC_009648.1_cds_WP_015959128.1_4095	KPN_RS21160
lcl|NC_009648.1_cds_WP_002921931.1_4096	KPN_RS21165
lcl|NC_009648.1_cds_WP_000014594.1_4097	KPN_RS21170
lcl|NC_009648.1_cds_WP_015959129.1_4098	KPN_RS21175
lcl|NC_009648.1_cds_WP_002922102.1_4099	KPN_RS21180
lcl|NC_009648.1_cds_WP_002922127.1_4100	KPN_RS21185
lcl|NC_009648.1_cds_WP_002922128.1_4101	KPN_RS21190
lcl|NC_009648.1_cds_WP_002922129.1_4102	KPN_RS21195
lcl|NC_009648.1_cds_WP_004173929.1_4103	KPN_RS21200
lcl|NC_009648.1_cds_WP_004188180.1_4104	KPN_RS21205
lcl|NC_009648.1_cds_WP_004181516.1_4105	KPN_RS21210
lcl|NC_009648.1_cds_WP_004150156.1_4106	KPN_RS21215
lcl|NC_009648.1_cds_WP_002922139.1_4107	KPN_RS21220
lcl|NC_009648.1_cds_WP_004152040.1_4108	KPN_RS21225
lcl|NC_009648.1_cds_WP_015959131.1_4109	KPN_RS21230
lcl|NC_009648.1_cds_WP_002922349.1_4110	KPN_RS21235
lcl|NC_009648.1_cds_WP_002922351.1_4111	KPN_RS21240
lcl|NC_009648.1_cds_WP_004188166.1_4112	KPN_RS21245
lcl|NC_009648.1_cds_WP_004145234.1_4113	KPN_RS21250
lcl|NC_009648.1_cds_WP_002922359.1_4114	KPN_RS21255
lcl|NC_009648.1_cds_WP_002922360.1_4115	KPN_RS21260
lcl|NC_009648.1_cds_KPN_RS30165_4116	KPN_RS30165
lcl|NC_009648.1_cds_WP_015959132.1_4117	KPN_RS21265
lcl|NC_009648.1_cds_WP_004186109.1_4118	KPN_RS21270
lcl|NC_009648.1_cds_WP_004145238.1_4119	KPN_RS21275
lcl|NC_009648.1_cds_KPN_RS32460_4120	KPN_RS32460
lcl|NC_009648.1_cds_WP_002922397.1_4121	KPN_RS21280
lcl|NC_009648.1_cds_WP_015959133.1_4122	KPN_RS21285
lcl|NC_009648.1_cds_WP_002922401.1_4123	KPN_RS21290
lcl|NC_009648.1_cds_WP_002922402.1_4124	KPN_RS21295
lcl|NC_009648.1_cds_WP_002922410.1_4125	KPN_RS21300
lcl|NC_009648.1_cds_WP_002922413.1_4126	KPN_RS21305
lcl|NC_009648.1_cds_WP_002922415.1_4127	KPN_RS21310
lcl|NC_009648.1_cds_WP_002922420.1_4128	KPN_RS21315
lcl|NC_009648.1_cds_WP_002922423.1_4129	KPN_RS21320
lcl|NC_009648.1_cds_WP_002922426.1_4130	KPN_RS21325
lcl|NC_009648.1_cds_WP_002922427.1_4131	KPN_RS21330
lcl|NC_009648.1_cds_WP_002922428.1_4132	KPN_RS21335
lcl|NC_009648.1_cds_WP_002922429.1_4133	KPN_RS21340
lcl|NC_009648.1_cds_WP_002922436.1_4134	KPN_RS21345
lcl|NC_009648.1_cds_WP_004152046.1_4135	KPN_RS21350
lcl|NC_009648.1_cds_WP_002922458.1_4136	KPN_RS21355
lcl|NC_009648.1_cds_WP_015959136.1_4137	KPN_RS21360
lcl|NC_009648.1_cds_WP_004186125.1_4138	KPN_RS21365
lcl|NC_009648.1_cds_WP_002922461.1_4139	KPN_RS21370
lcl|NC_009648.1_cds_WP_002922462.1_4140	KPN_RS21375
lcl|NC_009648.1_cds_WP_002922463.1_4141	KPN_RS21380
lcl|NC_009648.1_cds_WP_002922465.1_4142	KPN_RS21385
lcl|NC_009648.1_cds_WP_004152048.1_4143	KPN_RS21390
lcl|NC_009648.1_cds_WP_002922468.1_4144	KPN_RS21395
lcl|NC_009648.1_cds_WP_004164973.1_4145	KPN_RS21400
lcl|NC_009648.1_cds_WP_002922472.1_4146	KPN_RS21405
lcl|NC_009648.1_cds_WP_002922494.1_4147	KPN_RS21410
lcl|NC_009648.1_cds_WP_004181527.1_4148	KPN_RS21415
lcl|NC_009648.1_cds_WP_009308781.1_4149	KPN_RS21420
lcl|NC_009648.1_cds_WP_004145262.1_4150	KPN_RS21425
lcl|NC_009648.1_cds_WP_004173909.1_4151	KPN_RS21430
lcl|NC_009648.1_cds_WP_004145263.1_4152	KPN_RS21435
lcl|NC_009648.1_cds_WP_004145264.1_4153	KPN_RS21440
lcl|NC_009648.1_cds_WP_002922501.1_4154	KPN_RS21445
lcl|NC_009648.1_cds_WP_015959138.1_4155	KPN_RS21450
lcl|NC_009648.1_cds_WP_002922510.1_4156	KPN_RS21455
lcl|NC_009648.1_cds_WP_000091955.1_4157	KPN_RS21460
lcl|NC_009648.1_cds_WP_002922589.1_4158	KPN_RS21465
lcl|NC_009648.1_cds_WP_004188117.1_4159	KPN_RS21470
lcl|NC_009648.1_cds_WP_004145270.1_4160	KPN_RS21475
lcl|NC_009648.1_cds_WP_002922598.1_4161	KPN_RS21480
lcl|NC_009648.1_cds_WP_015959139.1_4162	KPN_RS21485
lcl|NC_009648.1_cds_WP_015959140.1_4163	KPN_RS21490
lcl|NC_009648.1_cds_WP_002922602.1_4164	KPN_RS21495
lcl|NC_009648.1_cds_WP_015875241.1_4165	KPN_RS21500
lcl|NC_009648.1_cds_WP_004173902.1_4166	KPN_RS21505
lcl|NC_009648.1_cds_WP_269465041.1_4167	KPN_RS21510
lcl|NC_009648.1_cds_WP_015959141.1_4168	KPN_RS31755
lcl|NC_009648.1_cds_WP_009483928.1_4169	KPN_RS21515
lcl|NC_009648.1_cds_WP_002922636.1_4170	KPN_RS21525
lcl|NC_009648.1_cds_WP_004181536.1_4171	KPN_RS21535
lcl|NC_009648.1_cds_WP_004151500.1_4172	KPN_RS21540
lcl|NC_009648.1_cds_WP_004188107.1_4173	KPN_RS21545
lcl|NC_009648.1_cds_WP_002922654.1_4174	KPN_RS21550
lcl|NC_009648.1_cds_WP_041937684.1_4175	KPN_RS21555
lcl|NC_009648.1_cds_WP_002922664.1_4176	KPN_RS21560
lcl|NC_009648.1_cds_WP_000135058.1_4177	KPN_RS21565
lcl|NC_009648.1_cds_WP_004150214.1_4178	KPN_RS21570
lcl|NC_009648.1_cds_WP_004181538.1_4179	KPN_RS21575
lcl|NC_009648.1_cds_WP_004151504.1_4180	KPN_RS21580
lcl|NC_009648.1_cds_WP_002922903.1_4181	KPN_RS21585
lcl|NC_009648.1_cds_WP_004173895.1_4182	KPN_RS21590
lcl|NC_009648.1_cds_WP_004901418.1_4183	KPN_RS21595
lcl|NC_009648.1_cds_WP_041937685.1_4184	KPN_RS21600
lcl|NC_009648.1_cds_WP_002922909.1_4185	KPN_RS21605
lcl|NC_009648.1_cds_WP_004151505.1_4186	KPN_RS21610
lcl|NC_009648.1_cds_WP_020324206.1_4187	KPN_RS21615
lcl|NC_009648.1_cds_WP_002922936.1_4188	KPN_RS21620
lcl|NC_009648.1_cds_WP_004150222.1_4189	KPN_RS21625
lcl|NC_009648.1_cds_WP_002922941.1_4190	KPN_RS21630
lcl|NC_009648.1_cds_WP_002922944.1_4191	KPN_RS21635
lcl|NC_009648.1_cds_WP_002922948.1_4192	KPN_RS21640
lcl|NC_009648.1_cds_WP_015959144.1_4193	KPN_RS21650
lcl|NC_009648.1_cds_WP_015959145.1_4194	KPN_RS21655
lcl|NC_009648.1_cds_WP_015959146.1_4195	KPN_RS21660
lcl|NC_009648.1_cds_WP_015959147.1_4196	KPN_RS21665
lcl|NC_009648.1_cds_WP_004889196.1_4197	KPN_RS21670
lcl|NC_009648.1_cds_WP_015959148.1_4198	KPN_RS21675
lcl|NC_009648.1_cds_WP_002922962.1_4199	KPN_RS21680
lcl|NC_009648.1_cds_WP_015959149.1_4200	KPN_RS21690
lcl|NC_009648.1_cds_WP_015959150.1_4201	KPN_RS21695
lcl|NC_009648.1_cds_WP_002922965.1_4202	KPN_RS21700
lcl|NC_009648.1_cds_WP_004151507.1_4203	KPN_RS21705
lcl|NC_009648.1_cds_KPN_RS21710_4204	KPN_RS21710
lcl|NC_009648.1_cds_WP_015959151.1_4205	KPN_RS21715
lcl|NC_009648.1_cds_WP_004173886.1_4206	KPN_RS21720
lcl|NC_009648.1_cds_WP_002922970.1_4207	KPN_RS21725
lcl|NC_009648.1_cds_WP_002922972.1_4208	KPN_RS21730
lcl|NC_009648.1_cds_WP_015959152.1_4209	KPN_RS21735
lcl|NC_009648.1_cds_WP_004150236.1_4210	KPN_RS21740
lcl|NC_009648.1_cds_WP_004188074.1_4211	KPN_RS21745
lcl|NC_009648.1_cds_WP_004173883.1_4212	KPN_RS21750
lcl|NC_009648.1_cds_WP_015959153.1_4213	KPN_RS21755
lcl|NC_009648.1_cds_WP_162467039.1_4214	KPN_RS21760
lcl|NC_009648.1_cds_WP_004145022.1_4215	KPN_RS21765
lcl|NC_009648.1_cds_WP_015959155.1_4216	KPN_RS21770
lcl|NC_009648.1_cds_WP_004173879.1_4217	KPN_RS21780
lcl|NC_009648.1_cds_WP_014343452.1_4218	KPN_RS31770
lcl|NC_009648.1_cds_WP_004150240.1_4219	KPN_RS31775
lcl|NC_009648.1_cds_WP_004150241.1_4220	KPN_RS21800
lcl|NC_009648.1_cds_WP_004901494.1_4221	KPN_RS21805
lcl|NC_009648.1_cds_WP_041937686.1_4222	KPN_RS21810
lcl|NC_009648.1_cds_WP_015959157.1_4223	KPN_RS21815
lcl|NC_009648.1_cds_WP_002923109.1_4224	KPN_RS21820
lcl|NC_009648.1_cds_WP_002923111.1_4225	KPN_RS21825
lcl|NC_009648.1_cds_WP_002923118.1_4226	KPN_RS21830
lcl|NC_009648.1_cds_WP_002923120.1_4227	KPN_RS21835
lcl|NC_009648.1_cds_WP_004181570.1_4228	KPN_RS21840
lcl|NC_009648.1_cds_WP_004145035.1_4229	KPN_RS21845
lcl|NC_009648.1_cds_WP_004145036.1_4230	KPN_RS21850
lcl|NC_009648.1_cds_WP_015959159.1_4231	KPN_RS21855
lcl|NC_009648.1_cds_WP_002923147.1_4232	KPN_RS21860
lcl|NC_009648.1_cds_WP_002923152.1_4233	KPN_RS21865
lcl|NC_009648.1_cds_WP_002923153.1_4234	KPN_RS21870
lcl|NC_009648.1_cds_WP_002923154.1_4235	KPN_RS21875
lcl|NC_009648.1_cds_WP_004145041.1_4236	KPN_RS21880
